state,action_0,action_1,action_2,action_3
85,1.0762448367129585,-0.6003915917270595,8.68354875066226,-0.5
86,9.469017053556286,-0.8879625383959276,-0.5571888471313301,-1.3189625383959278
87,3.7208942973488024,-0.61,-0.6413212136600133,-1.3683028923275975
88,4.491727459860153,-1.0378857685685683,-0.69082,-1.2000000000000002
89,5.165868307404033,-2.1195697225300685,-0.796489,-1.2807208458360284
90,1.0564719995642085,-1.369,-1.4564515116130128,-1.9705166180140408
91,3.4676880839861877,-1.9862,-1.9008509507878273,-1.769610508372316
92,2.5574347013408456,-2.13,-2.216761111786117,-2.6187459441777152
93,-1.0000451840881053,-2.38066,-2.0929852555414303,-2.4000000000000004
94,2.6307612606439736,-2.43,-1.8226890000000004,-3.1310119692127323
95,4.3472289745407595,-3.7856007175975996,-2.9993134710000002,-3.133979900000001
96,-0.3465081672693156,1.8734372088805347,15.945272534992418,1.2939191706061446
97,-0.31000000000000005,0.4230029291755177,14.631883070714187,0.5041631261876836
98,0.6567780267519547,1.3700751359766732,13.657252092806146,1.7978195558540502
99,-0.41,-0.11079992301590641,12.001588319520508,0.6550188581663753
100,-1.102594260157055,-0.41,10.595408661115648,0.4379479145526432
101,-0.7789999999999999,0.5499171744294212,14.371884085540938,0.6090494808074939
102,-0.51,-0.3122767741976271,10.941938376026116,0.3378764565837548
103,-1.0659,-0.51,5.008460323706616,0.0
104,-1.3001741623228615,-0.5754223865475518,6.002136279704175,-0.45999999999999996
105,-1.3319278316752916,-0.61,8.213876130129592,-0.5700000000000001
106,-0.61,-1.0067311106089614,8.22130117246465,0.0
107,-0.61,-0.61,2.5531048733140236,0.0
108,-0.41,-0.38079810284343324,9.115914892040129,-0.4
109,0.0,0.13720874106339095,8.9709205007632,0.0
110,-0.41,-0.2561308834575622,8.355373643505049,0.0
111,-0.9421248697414525,-0.51,6.598120163510593,0.0
112,-0.96818,-0.51,5.6192174868965745,-0.24151140138154373
113,-1.0100895974295085,0.0,4.237346627015788,0.0
114,-2.3618135996818572,-0.61,6.382946404881721,-0.17965970165052847
115,-1.159,-1.008318905848149,4.183227120481354,0.0
116,-0.61,-0.61,5.795536244845675,0.0
117,-0.71,-1.2847825222,2.8664454049888963,0.0
118,-0.71,-0.71,0.5315827348682052,0.0
119,-1.2416232181360636,-0.71,2.1783952341086743,-0.65522
120,1.1137610057578131,-0.19119703533133736,10.268228377191969,0.0
121,-0.51,-0.51,8.465078987024583,-0.6389008373850019
122,-0.6385040344336763,-1.0740759272414382,3.2008408059342037,-0.3361177556785897
123,-0.61,-0.61,5.663779948747388,0.0
124,-0.61,-0.61,1.2546287277313344,0.0
125,-0.61,-0.61,3.0532050539508226,-0.3856656030992247
126,-1.329,-0.71,3.5143729456094057,0.0
127,-0.71,-1.2779015924479886,1.0850050078111146,-0.659351
128,-0.71,-0.71,0.19572399541811378,-0.7000000000000001
129,-2.2949969826291867,-0.81,2.0792837102941504,-0.6134084204143359
130,-1.401185586,-1.62,-0.8516500336545394,-2.333239788569321
131,-2.9283501184112044,-3.9761258248129345,-2.262996029121907,-3.2000000000000006
132,-0.61,-0.61,7.374142031964451,-0.44734451136273273
133,-0.61,-0.61,7.80457121320599,-0.6000000000000001
134,-0.61,-0.61,1.0670774434017742,-0.5078459948365438
135,-0.65,-0.71,4.692541000060925,-0.7000000000000001
136,-0.5845999999999999,-0.71,1.1899654102549668,-0.7000000000000001
137,1.7341514152579607,-1.42,-0.8749863914519704,-1.3720669
138,-0.81,-0.81,3.417138714103265,-0.7589000000000001
139,-1.5390000000000001,-1.6097009961131292,-0.2971262297275823,-0.8
140,-0.13177664443932768,-1.62,-1.248277565532423,-2.355800729992548
141,-0.91,-0.91,1.030609940095092,0.0
142,-1.4399489687102507,-1.8200000000000003,-1.0769915670649848,-2.654989019464332
143,-1.990365978321657,-3.39049,-3.2658750088129738,-3.6
144,-0.41,1.5197321622659543,23.564075164278908,4.758306662518159
145,-0.41,2.514587271564871,22.30448074518915,-0.5890000000000002
146,-0.9790259065644017,-0.41,21.46303046256083,0.0
147,0.3132822455281929,0.0,20.224494431999762,0.0
148,-0.51,-0.51,19.965898840014177,0.0
149,-1.167965113898365,0.15805235033809956,23.652661450163908,0.5380982592424426
150,-1.3257177345523168,0.541809309114183,18.51816599301123,-0.6000000000000001
151,-1.3225680637495865,-0.61,17.720184734143004,0.0
152,-0.61,-0.61,22.494981638594556,0.0
153,-0.71,0.3310065673666762,21.805806067580697,0.8955718220578828
154,-0.71,-0.71,18.38346370738329,-0.7000000000000001
155,-2.167,-0.71,7.994662796376398,0.0
156,-0.5614342736574383,-0.51,20.239396198965736,0.0
157,-0.8908498594206207,-0.51,14.784881472608866,-0.5
158,-0.538603444854678,0.0,15.144370953868716,0.31656521925448566
159,0.0,1.0744491406334797,17.951888396821502,1.091316299212623
160,-1.5996612826626464,0.4118718775338598,20.549892172088583,1.1569730966146785
161,-1.064981938898213,-1.2498421,12.642189139682461,0.6437693147417353
162,-1.419,-0.71,11.65280677812274,-0.505338
163,-2.160088843604134,-0.71,11.06642026417084,0.0
164,-1.534886845173419,-1.141913359174029,9.479144648026832,-0.37805598439998356
165,-0.81,0.0,10.577303312537415,0.24039054844849145
166,-0.81,-0.5590484157167787,11.88143769287365,-1.4346900000000002
167,-1.6494199263040232,-1.8406109994436095,5.31279057337806,0.0
168,-0.5704,-0.61,21.607686885022257,0.0
169,-0.9767217651590001,-0.61,14.374747849534032,0.0
170,-0.61,-0.6825935859207816,6.564676416702039,0.0
171,-0.71,-0.48516178732213733,9.741656393489809,0.0
172,-1.196657859,-1.3495956893886527,9.436328725194842,0.0
173,-0.71,-0.71,4.3277706537702505,0.0
174,-1.5290000000000001,-0.81,9.71998759976304,0.09035939494184149
175,-1.4430553035,-0.81,8.000125909021076,0.0
176,-0.81,-0.81,2.7328458689187283,0.0
177,-0.91,-1.181469393540604,9.76241182454858,-0.3909719963327632
178,-0.91,-0.91,2.539451534562456,-0.9
179,-0.91,-1.7615372501651974,0.7794163716505869,-0.9
180,-0.71,1.370727336289761,23.48909421769395,-0.32806477639916753
181,-0.3224598888299956,-0.71,15.53908620454446,-0.5901
182,-0.003335551475318499,-1.4616026656303454,4.29301311170177,-0.7000000000000001
183,-0.81,-0.81,8.640229447811274,0.0
184,-1.4686356927899773,-0.81,10.233165544095716,0.0
185,-1.8879861695125886,-1.39619246998646,0.9801544465329765,0.0
186,-0.91,-0.91,9.053493618477148,-0.044514067837587316
187,-1.0360675714573186,-0.91,2.7944948790768684,-1.46821269978
188,-0.91,-0.91,-0.9291016419467517,-0.9
189,-1.8412715670122035,-1.364222000990091,5.909347413636452,-0.934
190,-1.01,-1.01,2.3371698858736583,0.0
191,-2.408048446995582,-3.0300000000000002,-2.3696469849702315,-2.968257
192,0.9296979022906038,0.8684977152823653,1.8805413486858311,4.999999734827183
193,3.8776402825677665,0.009964223058537558,0.34738840227358836,0.0
194,2.7559497581685983,-0.9916752007598029,0.27175438699545634,-0.48559298933871176
195,-0.4308383414857201,-0.2611268653383835,0.42819682766169187,3.010541460557529
196,3.08449516802376,-0.4183227975574635,-0.30000000000000004,-0.3746943801637278
197,5.388786933296931,-1.5936162986141653,-1.3000000000000007,-1.3800000000000003
198,-0.5890000000000002,-0.40433527017307513,-0.19533527017307506,2.3986188894981035
199,0.8086813159167818,-1.7575733516189895,-1.2000000000000002,-1.4664070271678893
200,8.625677439569888,-2.423048476177341,-2.2468454695504536,-2.400000000000001
201,-0.41,-0.7408889999999999,-0.30000000000000004,3.5848766073218696
202,10.367198209299628,-1.4987972461152308,-1.450665585673958,-2.0433465924143324
203,-2.7199311865526394,-3.690000000000001,-3.8606251117509913,-3.5670000000000015
204,0.31199898255066394,0.0,0.0,4.768038489009164
205,7.70124006606232,-0.7650383828892172,-0.6000000000000001,-0.7649
206,5.232818034727425,-0.8379000000000001,-0.4709815398079118,-0.9425145338235097
207,-0.5890000000000002,-0.31000000000000005,-0.2,1.4924855976904352
208,2.5525688129308803,-0.9300000000000002,-1.0000000000000002,-1.2000000000000002
209,1.4266292886771414,-2.0366374576101536,-1.409715828557962,-1.5000000000000004
210,-0.41,-0.7390729199999999,-0.30000000000000004,-0.004113054503510353
211,-0.2694319804612883,-1.6400000000000001,-1.5000000000000004,-1.6000000000000003
212,1.4082449386960834,-2.0500000000000003,-2.0810000000000004,-2.0000000000000004
213,-1.3821,-1.4771227900000001,-1.5769000000000004,-1.4824882754771462
214,4.380395219726031,-1.9890000000000003,-1.9635900000000002,-1.9969000000000003
215,0.5349177405927018,-3.06,-3.15211,-3.5
216,-0.31000000000000005,-0.4162882044717625,-0.2,7.686711656396273
217,7.538303433735537,-0.6200000000000001,-0.6000000000000001,-0.6000000000000001
218,6.4471721729191325,-0.9300000000000002,-1.0000000000000002,-1.196999054611526
219,-0.7789999999999999,0.0,0.0,1.4214352029662245
220,-0.8073561593002045,-1.6400000000000001,-2.068749001757128,-1.6000000000000003
221,9.033472789710597,-1.607,-1.2000000000000002,-0.8779266402794187
222,-0.9690000000000001,-0.51,-0.4,0.2068038851255123
223,0.7589150218057483,-1.528,-1.5600000000000003,-2.0
224,7.1795761213821585,-2.307160882153781,-2.0000000000000004,-2.0
225,-1.8594719517035538,-1.8300000000000005,-2.0,-1.6524111204898142
226,-1.841534406495873,-2.418,-2.5,-2.4000000000000004
227,-0.45422035572488106,-1.8280000000000003,-1.9700000000000002,-1.8000000000000003
228,-0.41,-0.41,-0.30000000000000004,10.477956437356296
229,15.17230621946031,-1.23,-1.2000000000000002,-1.2000000000000002
230,-1.4140538561492548,-1.6400000000000001,-1.4920000000000002,-1.5610000000000002
231,-0.51,-0.51,-0.4,0.10457003127836406
232,-1.9906935662870249,-2.04,-2.3429526640562006,-2.0
233,-1.8953144517601448,-2.04,-2.0000000000000004,-2.0
234,-0.61,-0.61,-1.0,-0.22909441860319044
235,-2.294219176636097,-2.4400000000000004,-2.5,-2.3959000000000006
236,-3.031486627331295,-3.0500000000000007,-3.4659,-3.000000000000001
237,-1.349,-1.42,-1.8000000000000003,-1.5253104434955214
238,-2.941304035003605,-2.84,-3.000000000000001,-2.8000000000000007
239,-4.058378394784536,-4.26,-4.200000000000001,-4.200000000000001
240,0.5052753563341386,1.2614514107303278,12.778933580359464,1.1947060717415863
241,-0.21000000000000002,0.0,0.0,0.0
242,-0.21000000000000002,-0.21000000000000002,1.1206231032310263,-0.2
243,-0.31000000000000005,0.0,0.976894395206087,4.980253133731261
244,-0.31000000000000005,-0.31000000000000005,0.742800562203737,0.0
245,-0.31000000000000005,-0.31000000000000005,0.756080692425694,0.0
246,-0.41,-0.41,1.998962307198226,0.0
247,-0.41,-0.41,0.8377040666949706,0.0
248,-0.41,-0.41,-0.1252244298405649,-0.4
249,-0.51,-0.51,1.2440573641241195,0.0
250,-0.51,0.0,0.0,0.0
251,-0.51,-0.51,-0.6127,-0.5
252,-0.31000000000000005,0.0,0.0,0.0
253,-0.31000000000000005,-0.31000000000000005,0.7322614339501479,0.0
254,-0.31000000000000005,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0
264,-0.41,0.0,0.0,0.0
265,-0.41,-0.41,0.5942280074024333,-0.4
266,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0
274,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0
277,-0.51,0.0,0.0,0.0
278,-0.51,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0
280,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0
286,0.0,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0
288,1.0616481128083997,-0.5890000000000002,20.94087482037868,3.19471886237932
289,-0.31000000000000005,-0.5890000000000002,3.489945733861642,-0.30000000000000004
290,-0.31000000000000005,-0.31000000000000005,15.065955493566038,0.0
291,-0.41,-0.41,15.6710105456838,0.6618368637286989
292,-0.41,0.0,0.0,0.0
293,-0.41,-0.41,14.28028700358998,0.0
294,-0.51,-0.51,6.032684570055481,0.0
295,-0.51,-0.51,1.3857641494959856,0.0
296,-0.51,-0.51,1.4648855000132774,0.0
297,-0.61,-0.61,5.701109551800606,0.0
298,-0.61,0.0,0.0,0.0
299,-0.61,-0.61,0.3825032373312087,0.0
300,-0.41,0.0,0.0,0.0
301,-0.41,-0.7789999999999999,0.519970362,0.0
302,-0.41,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0
313,-0.51,-0.51,1.5317759843590124,0.0
314,-0.51,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.0
320,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0
324,-0.61,0.0,0.0,0.0
325,-0.61,0.0,0.0,0.0
326,-0.61,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0
336,-0.41,2.9038262351424926,26.609312489860706,0.0
337,-0.41,-0.41,1.484618116286378,0.0
338,-0.9289999999999999,-0.41,2.9229277680137375,0.0
339,-0.51,-0.51,3.10862198401092,0.0
340,-0.51,0.0,0.0,0.0
341,-0.51,-0.51,1.0014290649001925,0.0
342,-0.61,-0.61,3.8373315459123427,0.0
343,-0.61,0.0,0.0,0.0
344,-0.61,-0.61,0.5687250185497704,0.0
345,-0.71,-0.71,0.49848000000000003,0.0
346,-0.71,-0.71,0.2,0.0
347,-0.71,-0.71,-0.00709726722854042,0.0
348,-0.51,-0.51,1.6159429619753376,0.0
349,-0.51,-0.51,0.4,0.0
350,-0.51,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0
355,0.0,0.0,0.0,0.0
356,0.0,0.0,0.0,0.0
357,0.0,0.0,0.0,0.0
358,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0
360,-0.61,-0.61,1.2446746372338564,0.0
